"","film","revenue","adult","budget","language","popularity","runtime","vote.average","vote.count","id","tagline","release.date","genres"
"1692","Death Ship",0,"False",0,"en",5.695,91,"5.5",56,31703,"Those who survive the ghost ship are better off dead!","07/03/1980","[12, 27, 9648, 53]"
"1693","Seems Like Old Times",43995918,"False",0,"en",6.383,102,"6.5",71,28124,"alone - at last...","19/12/1980","[35, 10749]"
"1694","With Aunt It's Not a Sin",0,"False",0,"it",4.422,79,"6.2",6,367401,"","23/12/1980","[35]"
"1695","Zombie Holocaust",0,"False",0,"it",4.521,84,"5.5",76,7216,"He's a depraved, homicidal killer...and he makes house calls!","27/03/1980","[27]"
"1696","Antropophagus",0,"False",0,"it",5.804,90,"5.6",69,5424,"...He's coming for you","07/08/1980","[27, 53]"
"1697","The Big Brawl",854,"False",0,"en",5.681,95,"5.9",65,19267,"Where the only rule is to stay alive.","10/09/1980","[28, 35]"
"1698","The Dogs of War",0,"False",0,"en",5.41,118,"5.6",56,20681,"","17/12/1980","[28, 12, 53]"
"1699","Night of the Zombies",0,"False",0,"it",3.918,99,"5.3",48,21380,"When the Creeping Dead devour the living flesh!","17/11/1980","[27, 878, 53]"
"1700","Hopscotch",0,"False",0,"en",4.214,104,"7.1",58,32030,"The most dangerous man in the world. He's about to expose the CIA, the FBI, the KGB ... and himself.","26/09/1980","[28, 35, 53]"
"1701","Without Warning",0,"False",150000,"en",5.307,97,"5.3",53,44932,"It Preys On Human Fear. It Feeds On Human Flesh.","26/09/1980","[27, 878]"
"1702","The Sea Wolves",0,"False",0,"en",4.167,120,"5.9",40,19664,"The Last Charge of the Calcutta Light Horse","03/07/1980","[10752, 28, 53]"
"1703","The Boogey Man",0,"False",300000,"en",5.735,82,"4.4",51,40220,"The most terrifying nightmare of childhood is about to return!","07/11/1980","[27]"
"1704","Return to the 36th Chamber",0,"False",0,"zh",6.001,99,"6.9",52,48301,"","24/08/1980","[28]"
"1705","House on the Edge of the Park",0,"False",0,"en",5.012,91,"6.2",61,28679,"Anything Could Happen… Everything Did!","06/11/1980","[27, 53]"
"1706","The Ninth Configuration",0,"False",0,"en",5.963,118,"6.9",60,18910,"How do you fight a war called madness?","29/02/1980","[35, 18, 27, 53]"
"1707","My Bodyguard",22482952,"False",0,"en",4.539,96,"6.6",46,21873,"Terrorized in the Toilets? Chased after school? Shaken down for lunch money? GET A BODYGUARD","11/07/1980","[18, 10751]"
"1708","Foxes",4400000,"False",0,"en",4.442,106,"5.7",35,32020,"Daring to do it!","29/02/1980","[18, 53]"
"1709","Secrets of a French Maid",0,"False",0,"de",4.16,88,"5.1",9,292824,"A naked adventure in sexual discovery!","18/01/1980","[35]"
"1710","Bon Voyage, Charlie Brown (and Don't Come Back!)",2013193,"False",0,"en",4.506,75,"6.7",38,31112,"Travel with the PEANUTS gang on their first overseas adventure","30/05/1980","[16, 35, 10751]"
"1711","Fun Is Beautiful",0,"False",0,"it",5.048,97,"7.1",174,37767,"","19/01/1980","[35]"
"1712","Mother's Day",0,"False",0,"en",3.593,90,"5.5",50,14929,"If you go down to the woods today.","19/09/1980","[28, 35, 27]"
"1713","The Private Eyes",0,"False",0,"en",3.09,91,"6.8",25,13762,"Who better to solve England's most puzzling mystery than these two international crime busters?","17/04/1980","[35, 80, 53, 9648, 27]"
"1714","Honeysuckle Rose",0,"False",0,"en",3.327,119,"6.3",8,22288,"For 20 years he's been singing to the country. But he never figured he'd be living his own love songs.","18/07/1980","[18, 10402, 10749]"
"1715","Spetters",0,"False",0,"nl",3.906,120,"6.4",44,40072,"There is no such thing as simple love","28/02/1980","[18, 10749]"
"1716","North Sea Hijack",2993772,"False",0,"en",4.396,100,"6.1",44,390253,"When the next 12 hours could cost you 1,000 million pounds and 600 lives you need a man who lives second by second","18/02/1980","[28]"
"1717","Hangar 18",6e+06,"False",0,"en",3.596,97,"5.4",34,54287,"It started with an accident in space . . . and led to the terrifying secret in . . . HANGAR 18","01/07/1980","[28, 878, 53]"
"1718","McVicar",0,"False",0,"en",3.173,112,"6.9",20,38539,"Sentenced to 23 years-and he won't accept one day of it","01/08/1980","[80, 18]"
"1719","Caged Women",0,"False",0,"de",3.122,92,"6.5",10,91865,"","28/03/1980","[28, 12, 18]"
"1720","Pepi, Luci, Bom",0,"False",0,"es",4.09,82,"6.8",59,4499,"","27/10/1980","[35]"
"1721","La dottoressa ci sta col Colonnello",0,"False",0,"it",3.949,94,"5.1",21,127746,"","11/11/1980","[35]"
"1722","The Amorous Sisters",0,"False",0,"de",3.209,76,"4.4",5,197786,"Twenty lovely ladies in the funniest naked romp of all time!","28/11/1980","[35]"
"1723","To All a Goodnight",0,"False",70000,"en",3.098,87,"4.4",18,85181,"You'll Scream 'til Dawn","30/01/1980","[27]"
"1724","The Island",0,"False",0,"en",4.565,114,"5.4",42,7988,"For three hundred years a terrifying secret has been kept from the outside world.","13/06/1980","[28, 12, 18, 27, 9648, 53]"
"1725","Fade to Black",0,"False",0,"en",4.274,102,"5.5",24,40034,"Meet Eric Binford, the ultimate movie buff. If you know someone like him… run!","14/10/1980","[18, 27, 9648, 53]"
"1726","A Change of Seasons",0,"False",0,"en",4.185,102,"5.8",13,60816,"""She may be 20 and gorgeous, but I have not yet begun to fight.""","01/12/1980","[35, 18, 10749]"
"1727","White Cannibal Queen",0,"False",0,"it",5.081,90,"4.7",10,104973,"Kidnapped by cannibals! Raised to eat human flesh!","15/09/1980","[18, 27]"
"1728","Playing for Time",0,"False",0,"en",3.203,150,"7.6",22,51681,"","30/09/1980","[18, 36, 10402, 10770]"
"1729","The Garage",0,"False",0,"ru",5.057,101,"7.4",38,56547,"","10/03/1980","[35, 18]"
"1730","Invasion of the Flesh Hunters",0,"False",0,"it",5.043,96,"5.6",43,8692,"POW's in Vietnam... starved in captivity... released with a taste for human flesh.","04/08/1980","[27, 53]"
"1731","The Nude Bomb",0,"False",0,"en",4.909,94,"5.9",29,26200,"","09/05/1980","[28, 35, 80, 9648]"
"1732","Making 'The Shining'",0,"False",0,"en",3.995,35,"7.1",57,18875,"","04/10/1980","[99]"
"1733","The Apple",0,"False",0,"en",2.692,90,"5.3",22,49069,"The Power of Rock... In 1994","21/11/1980","[14, 35, 878, 10402]"
"1734","My Wife is a Witch",0,"False",0,"it",4.061,93,"5.9",77,58706,"","01/12/1980","[35]"
"1735","Blood Beach",0,"False",2000000,"en",2.731,92,"4.8",32,37843,"Just when you thought it was safe to go back in the water - you can't get to it.","01/09/1980","[35, 27, 878]"
"1736","The Unseen",0,"False",2000000,"en",3.581,94,"5.4",27,40241,"The Ultimate Hidden Terror","01/09/1980","[27]"
"1737","The Pumaman",0,"False",0,"en",3.455,97,"2.6",48,31278,"An ancient gold mask with the power to control minds...","14/02/1980","[28, 878]"
"1738","Little Darlings",0,"False",0,"en",4.064,96,"6.8",35,27458,"Don't let the title fool you.","21/03/1980","[35, 18]"
"1739","Umbrella Coup",0,"False",0,"fr",3.96,95,"6.6",65,60194,"","08/10/1980","[35]"
"1740","When Time Ran Out...",3763988,"False",20000000,"en",2.878,121,"6.4",29,47942,"Caught in a game of power. Playing time: 24 hours. Prizes: Untold wealth. Rules: None.","28/03/1980","[28, 12, 18, 53]"
"1741","The Fiendish Plot of Dr. Fu Manchu",0,"False",0,"en",4.669,108,"4.6",15,3486,"BEWARE! See this movie - An hour later you'll want to see it again!","08/08/1980","[35, 27]"
"1742","Three Men to Destroy",0,"False",0,"fr",2.686,93,"5.9",23,56497,"","31/10/1980","[53, 18, 80, 28, 9648]"
"1743","Death Watch",0,"False",0,"fr",2.685,130,"6.2",48,3418,"She's the target of every eye...including eyes only science could create.","23/01/1980","[18, 878]"
"1744","Breaking Glass",0,"False",0,"en",3.091,104,"7",20,26803,"","01/10/1980","[18, 10402]"
"1745","The Lathe of Heaven",0,"False",0,"en",3.306,105,"6.3",19,27864,"","01/01/1980","[18, 14, 878, 53, 10770]"
"1746","Berlin Alexanderplatz",0,"False",0,"de",3.362,902,"7.9",21,45560,"","28/08/1980","[80, 18, 10770]"
"1747","The Mountain Men",0,"False",0,"it",3.581,102,"5.9",20,75552,"","01/05/1980","[12, 37]"
"1748","The Jazz Singer",0,"False",0,"en",4.23,115,"5.7",25,15310,"His story will make you cry. His music will make you sing. His triumph will make you cheer.","17/12/1980","[18, 10402, 10749]"
"1749","Melvin and Howard",0,"False",0,"en",3.069,95,"6.6",28,38772,"Poor Melvin. All he wanted was to be Milkman of the Month. Instead, he lost his job, his truck, and his wife. Then Howard Hughes left him $156,000,000.","19/09/1980","[35, 18]"
"1750","He Knows You're Alone",0,"False",0,"en",3.009,94,"5.1",26,65262,"Every Girl is Frightened the Night Before Her Wedding, but this Time... There's Good Reason!","12/09/1980","[27]"
"1751","The Awakening",0,"False",0,"en",4.158,105,"5.7",31,39176,"They thought they had buried her forever!","31/07/1980","[27]"
"1752","The Idolmaker",0,"False",0,"en",2.494,117,"5.7",9,42159,"He's got the look... He's got the talent... He's got the Idolmaker... He's got it all!","14/11/1980","[18, 10749, 10402]"
"1753","The Hunter",0,"False",0,"en",3.952,93,"6.3",41,5922,"He's not as fast as he used to be... That's what makes him human. He's a bounty hunter... And that's what makes him dangerous.","01/08/1980","[28, 18, 53]"
"1754","The Hollywood Knights",1e+07,"False",2500000,"en",3.31,91,"6.2",28,21879,"Beverly Hills and the civilized world will never forget them.","30/05/1980","[35]"
"1755","The Children",0,"False",0,"en",2.43,93,"5.8",32,84107,"...thank God they're somebody else's!","13/06/1980","[27, 878]"
"1756","Devil Hunter",0,"False",0,"es",3.919,102,"4.2",15,84362,"Hunted, raped, and tormented out of her mind...","05/12/1980","[27]"
"1757","The Night of the Hunted",0,"False",0,"fr",2.659,87,"5.5",23,29565,"","20/08/1980","[27, 53, 10749]"
"1758","Spooky Encounters",731753,"False",0,"cn",4.146,102,"6.5",31,15724,"","24/12/1980","[28, 27, 14, 35]"
"1759","Virus",0,"False",16000000,"ja",3.373,156,"5.9",22,41972,"Who will inherit the earth?","26/06/1980","[27, 878, 18, 12]"
"1760","The Godsend",0,"False",0,"en",2.901,90,"5.2",23,80624,"If Bonnie is a gift from Heaven...for God's sake take her back..!","25/01/1980","[27, 53]"
"1761","Raiders of the Lost Ark",389925971,"False",18000000,"en",22.418,115,"7.9",7489,85,"Indiana Jones - the new hero from the creators of JAWS and STAR WARS.","12/06/1981","[28, 12]"
"1762","Private Lessons",26279000,"False",2800000,"en",13.07,87,"5.7",38,41280,"When EMANUELLE's Sylvia Kristel is your teacher the bedroom is the classroom","21/08/1981","[35, 10749]"
"1763","The Fox and the Hound",29800000,"False",12000000,"en",12.799,82,"7.1",1986,10948,"A story of two friends who didn't know they were supposed to be enemies.","10/07/1981","[12, 16, 18, 10751]"
"1764","Das Boot",8.5e+07,"False",14000000,"de",14.08,150,"8.1",1102,387,"When the hunters become the hunted.","16/09/1981","[18, 36, 10752]"
"1765","For Your Eyes Only",195312802,"False",28000000,"en",19.018,127,"6.5",919,699,"No one comes close to James Bond, 007.","23/06/1981","[12, 28, 53]"
"1766","The Evil Dead",29400000,"False",350000,"en",14.094,85,"7.3",1977,764,"The Ultimate Experience In Grueling Terror","15/10/1981","[27]"
"1767","A Friend Is a Treasure",0,"False",0,"it",9.995,102,"6.9",333,6399,"","09/12/1981","[28, 12, 35]"
"1768","Tarzan, the Ape Man",36565280,"False",0,"en",8.919,107,"3.9",49,26325,"The most beautiful woman of our time in the most erotic adventure of all time.","07/08/1981","[28, 12, 35]"
"1769","Mad Max 2",24600832,"False",2000000,"en",11.741,96,"7.4",1933,8810,"When all that's left is one last chance, pray that he's still out there ... somewhere!","24/12/1981","[28, 12, 878, 53]"
"1770","An American Werewolf in London",31973249,"False",10000000,"en",13.19,97,"7.3",1152,814,"Beware the Moon.","21/08/1981","[35, 27]"
"1771","Heavy Metal",546545,"False",9300000,"en",13.9,90,"6.4",319,11827,"A Step Beyond Science Fiction","07/08/1981","[16, 878, 12, 14, 10402]"
"1772","Escape from New York",50244700,"False",6000000,"en",9.843,99,"7.1",1577,1103,"New York is a disease. Meet the cure.","22/05/1981","[878, 28]"
"1773","History of the World: Part I",31672907,"False",11000000,"en",11.136,92,"6.7",381,10156,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!","12/06/1981","[35]"
"1774","Time Bandits",42365581,"False",5000000,"en",11.379,116,"6.7",487,36819,"All the dreams you've ever had and not just the good ones.","13/07/1981","[10751, 14, 878, 12, 35]"
"1775","Excalibur",34967437,"False",11000000,"en",10.779,140,"7.1",506,11527,"Forged by a god. Foretold by a wizard. Found by a king.","10/04/1981","[12, 14]"
"1776","Friday the 13th Part 2",21722776,"False",1250000,"en",12.975,87,"6",789,9725,"The body count continues...","01/05/1981","[27, 53]"
"1777","Hot Bubblegum",0,"False",0,"he",9.87,90,"6.5",29,10582,"The Lemon Popsicle boys are at it again!","07/04/1981","[35, 18, 10749]"
"1778","Southern Comfort",0,"False",0,"en",7.443,105,"7",139,12528,"It's the land of hospitality... unless you don't belong there.","25/09/1981","[28, 53]"
"1779","Endless Love",32492674,"False",0,"en",8.668,116,"5.6",75,19114,"She is 15. He is 17. The Love Every Parent Fears.","17/07/1981","[18, 10749]"
"1780","Christiane F.",0,"False",0,"de",11.132,131,"7.3",677,9589,"The image of a generation","01/04/1981","[18]"
"1781","Stripes",85300000,"False",10000000,"en",12.107,106,"6.6",475,10890,"The story of a man who wanted to keep the world safe for democracy...and meet girls.","25/06/1981","[28, 35]"
"1782","Porky's",125728258,"False",4000000,"en",11.157,94,"6.2",357,10246,"Keep an eye out for the funniest movie about growing up ever made!","13/11/1981","[35]"
"1783","Chariots of Fire",58972904,"False",5500000,"en",11.053,123,"7",436,9443,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.","15/05/1981","[18, 36]"
"1784","Halloween II",0,"False",2500000,"en",11.73,92,"6.5",953,11281,"The nightmare isn't over!","30/10/1981","[27, 53]"
"1785","Cannibal Ferox",0,"False",0,"en",8.527,93,"5.5",119,8691,"Banned in 31 countries!","24/04/1981","[12, 27]"
"1786","Thief",4300000,"False",0,"en",9.266,123,"7.2",247,11524,"Tonight, his take home pay is $410,000... tax free.","27/03/1981","[28, 80, 53]"
"1787","Gallipoli",11740000,"False",3000000,"en",11.013,112,"7.2",231,11646,"From a place you've never heard of, comes a story you'll never forget.","13/08/1981","[12, 18, 36, 10752]"
"1788","Cabbage Soup",0,"False",0,"fr",10.509,98,"6.4",486,9317,"","02/12/1981","[35, 878]"
"1789","The Howling",17985893,"False",1000000,"en",6.755,91,"6.4",327,11298,"Imagine your worst fear a reality","13/03/1981","[27]"
"1790","Possession",0,"False",0,"fr",8.254,123,"7.4",373,21484,"Murder. Evil. Infidelity. Madness.","27/05/1981","[27]"
"1791","Scanners",14225876,"False",4100000,"en",10.644,103,"6.8",529,9538,"10 Seconds: The Pain Begins. 15 Seconds: You Can’t Breathe. 20 Seconds: You Explode.","14/01/1981","[878, 27]"
"1792","The Burning",0,"False",1500000,"en",8.987,91,"6.3",180,24124,"A legend of terror isn't a campfire story anymore!","08/05/1981","[27]"
"1793","Ms .45",0,"False",62000,"en",9.216,81,"6.5",128,22171,"She was abused and violated. It will never happen again!","24/04/1981","[80, 18, 53]"
"1794","On Golden Pond",19255967,"False",0,"en",8.965,109,"7.4",220,11816,"when life is at its finest… when love is at its fullest…","01/12/1981","[18]"
"1795","Dragonslayer",14110013,"False",18000000,"en",9.151,108,"6.5",136,848,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.","26/06/1981","[14, 12]"
"1796","Blow Out",1.2e+07,"False",18000000,"en",10.51,108,"7.4",597,11644,"Murder has a sound all of its own!","24/07/1981","[53]"
"1797","Quest for Fire",55260558,"False",12000000,"fr",8.768,100,"7.1",247,62204,"","15/12/1981","[12, 18]"
"1798","Body Heat",24058838,"False",0,"en",7.863,113,"7.1",267,14412,"As the temperature rises, the suspense begins.","28/08/1981","[80]"
"1799","Omen III: The Final Conflict",20471382,"False",0,"en",9.597,108,"5.6",242,10768,"The power of evil is no longer in the hands of a child.","20/03/1981","[18, 27, 53]"
"1800","Nighthawks",19905359,"False",5000000,"en",7.086,99,"6.3",178,21610,"A terrorist holds New York in a grip of fear - and only Stallone can take him on.","17/03/1981","[28, 80, 53]"
"1801","Victory",27453418,"False",10000000,"en",8.077,116,"6.8",430,17360,"The Germans planned a spectaular match - the prisoners planned a spectacular escape.","17/06/1981","[18, 10752]"
"1802","Taps",35856053,"False",14000000,"en",8.066,126,"6.7",134,10627,"This school is our home, we think it's worth defending.","20/12/1981","[18]"
"1803","Galaxy of Terror",0,"False",700000,"en",6.993,81,"5",81,28893,"ALIEN was the beginning… Hell Has Just Been Relocated!","01/10/1981","[28, 12, 27, 878]"
"1804","Clash of the Titans",41092328,"False",15000000,"en",9.876,118,"6.8",375,10323,"You will feel the power. Live the adventure. Experience the fantastic.","15/03/1981","[12, 14, 878, 10751]"
"1805","The Great Muppet Caper",0,"False",0,"en",6.958,95,"6.9",136,14900,"","26/06/1981","[35, 80, 10402, 9648, 10751]"
"1806","The French Lieutenant's Woman",2689068,"False",0,"en",7.493,124,"6.6",98,12537,"She was lost from the moment she saw him.","28/08/1981","[18, 10749]"
"1807","The Cannonball Run",72179579,"False",18000000,"en",9.608,95,"6.2",306,11286,"You'll root for them all...but you'll never guess who wins.","19/06/1981","[28, 35]"
"1808","The Postman Always Rings Twice",0,"False",12000000,"en",8.277,122,"6.5",247,11027,"You Will Feel The Heat","20/03/1981","[80, 18, 10749]"
"1809","Reds",40382659,"False",35000000,"en",7.024,196,"7.2",148,18254,"","25/12/1981","[18, 36, 10749]"
"1810","Nice Dreams",0,"False",0,"en",6.083,88,"6",69,20075,"The story of two enterprising young men who make an amazing amount of money selling ice cream.","24/07/1981","[35]"
"1811","Lady Chatterley's Lover",0,"False",0,"en",5.933,104,"5.4",31,35685,"The most notorious novel of the century.","29/06/1981","[18, 10749]"
"1812","Arthur",95461682,"False",7000000,"en",6.742,97,"6.5",217,13665,"Not everyone who drinks is a poet, some of us drink because we're not.","17/07/1981","[35, 18, 10749]"
"1813","Dead & Buried",216166,"False",3000000,"en",5.992,94,"6.3",106,24274,"It will take your breath away. All of it.","29/05/1981","[27, 9648]"
"1814","Bianco, rosso e Verdone",0,"False",0,"en",6.436,110,"7.4",386,37775,"","20/02/1981","[35]"
"1815","The Funhouse",0,"False",0,"en",5.721,96,"5.8",154,13555,"Pay to get in. PRAY to get out.","13/03/1981","[27]"
"1816","My Bloody Valentine",5672031,"False",2200000,"en",7.464,90,"6.3",168,39874,"Cross your heart...and hope to die.","11/02/1981","[53, 27, 9648]"
"1817","The Prowler",0,"False",1000000,"en",6.891,89,"6.2",81,44247,"It will freeze your blood.","06/11/1981","[53, 27, 9648]"
"1818","Knock on Wood",0,"False",0,"fr",8.708,81,"7.1",295,19123,"","01/03/1981","[35, 80, 12]"
"1819","Dark Night of the Scarecrow",0,"False",0,"en",4.983,96,"6.6",68,30931,"","24/10/1981","[27, 9648, 10770]"
"1820","Outland",17374595,"False",16000000,"en",7.942,112,"6.4",286,10540,"On Jupiter's moon something deadly is happening.","22/05/1981","[9648, 878]"
